BPOS,BVEL,DEPT,DateTime,GR,HKLD,ROP5,RPM,Run,SPPA,SWOB,Stick_RT,TFLO,TQA,Well,azi,dispEw,dispNs,dls,incl,tvd
38.191,0.0,3590.0,2009-05-22 01:18:49,4.8695,132.3007,1.9212,159.0,run_8,186.1355,6.7229,39.0,2392.7143,18.5986,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.185,0.0,3590.0,2009-05-22 01:18:59,4.8695,132.2875,1.9212,160.0,run_8,186.3084,6.7361,36.0,2392.7143,19.0762,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1843,0.0,3590.0,2009-05-22 01:19:09,4.8695,132.3613,1.9212,160.0,run_8,185.981,6.6623,36.0,2392.7143,20.1455,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1833,0.0,3590.0,2009-05-22 01:19:19,4.8695,132.3727,1.9212,158.0,run_8,186.3857,6.651,36.0,2392.7143,19.4629,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1819,0.0,3590.0,2009-05-22 01:19:29,4.8695,132.4024,1.9212,160.0,run_8,186.8737,6.6213,36.0,2392.7143,19.2081,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1801,0.0,3590.0,2009-05-22 01:19:39,4.8695,132.4233,1.9212,160.0,run_8,187.0745,6.6004,36.0,2392.7143,19.2308,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1769,0.0018,3590.0,2009-05-22 01:19:49,4.8695,132.5516,1.9212,159.0,run_8,186.2529,6.472,36.0,2392.7143,18.6924,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1745,0.0,3590.0,2009-05-22 01:19:59,3.389,132.5419,1.9212,160.0,run_8,186.4382,6.4817,36.0,2392.7143,19.4383,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1716,0.0006,3590.0,2009-05-22 01:20:09,3.389,132.5964,1.9212,160.0,run_8,185.9316,6.4272,36.0,2392.7143,19.5442,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1672,0.0012,3590.0,2009-05-22 01:20:19,3.389,132.6701,1.9212,159.0,run_8,186.3579,6.3536,36.0,2392.7143,20.98,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1537,0.0018,3590.0,2009-05-22 01:20:29,3.389,132.5005,1.8328,159.0,run_8,185.9563,6.5232,51.0,2392.7143,18.6705,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1496,0.0006,3590.0,2009-05-22 01:20:39,3.389,132.3903,1.8328,160.0,run_8,186.6297,6.6333,51.0,2392.7143,19.0905,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1485,0.0,3590.0,2009-05-22 01:20:49,3.389,132.5084,1.8328,160.0,run_8,185.771,6.5152,51.0,2392.7143,19.3936,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1481,0.0,3590.0,2009-05-22 01:20:59,3.389,132.5326,1.8328,159.0,run_8,187.0003,6.4911,51.0,2392.7143,19.9547,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1478,0.0,3590.0,2009-05-22 01:21:09,3.389,132.5016,1.8328,160.0,run_8,187.127,6.5221,51.0,2392.7143,19.2538,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1478,0.0,3590.0,2009-05-22 01:21:19,3.389,132.6638,1.8328,160.0,run_8,186.676,6.3598,51.0,2392.7143,18.991,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1467,0.0,3590.0,2009-05-22 01:21:29,6.5568,132.6843,1.8328,160.0,run_8,186.6019,6.3393,51.0,2392.7143,19.6873,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1453,0.0,3590.0,2009-05-22 01:21:39,6.5568,132.8003,1.8328,159.0,run_8,185.7092,6.2233,51.0,2392.7143,18.8426,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1435,0.0006,3590.0,2009-05-22 01:21:49,6.5568,132.805,1.8328,159.0,run_8,187.2506,6.2187,51.0,2392.7143,20.1295,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1367,0.0006,3590.0,2009-05-22 01:21:59,6.5568,132.6476,1.8328,159.0,run_8,187.2166,6.376,60.0,2392.7143,18.2704,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1258,0.0012,3590.0,2009-05-22 01:22:09,6.5568,132.6814,1.8328,159.0,run_8,185.8637,6.3422,60.0,2392.7143,19.2931,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1203,0.0,3590.0,2009-05-22 01:22:19,6.5568,132.2635,1.8328,159.0,run_8,186.2992,6.7601,60.0,2392.7143,19.0973,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1168,0.0,3590.0,2009-05-22 01:22:29,6.5568,132.5707,1.8328,159.0,run_8,187.4174,6.452999999999999,60.0,2392.7143,19.4614,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1154,0.0,3590.0,2009-05-22 01:22:39,6.5568,132.6277,1.8328,159.0,run_8,187.1146,6.396,60.0,2392.7143,18.3493,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1129,0.0,3590.0,2009-05-22 01:22:49,6.5568,132.6875,1.8328,160.0,run_8,187.1671,6.3362,60.0,2392.7143,18.674,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1094,0.0,3590.0,2009-05-22 01:22:59,6.5568,132.4878,1.8328,159.0,run_8,186.3362,6.5359,60.0,2392.7143,19.4944,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.107,0.0,3590.0,2009-05-22 01:23:09,6.5568,132.5952,1.8328,159.0,run_8,187.0003,6.4285,60.0,2392.7143,18.7537,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1045,0.0,3590.0,2009-05-22 01:23:19,6.5568,132.5004,1.8328,159.0,run_8,186.2034,6.5232,60.0,2392.7143,20.4147,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.1013,0.0,3590.0,2009-05-22 01:23:29,6.5568,132.5586,1.8328,160.0,run_8,186.6143,6.4651,24.0,2392.7143,18.0565,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0989,0.0,3590.0,2009-05-22 01:23:39,6.5568,132.4348,1.8328,160.0,run_8,187.0776,6.5889,24.0,2392.7143,17.8928,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0962,0.0006,3590.0,2009-05-22 01:23:49,6.5568,132.4595,1.8328,160.0,run_8,186.3918,6.5642,24.0,2392.7143,18.7019,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0928,0.0006,3590.0,2009-05-22 01:23:59,6.5568,132.4632,1.8328,160.0,run_8,186.3517,6.5605,24.0,2392.7143,19.13,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0904,0.0,3590.0,2009-05-22 01:24:09,6.5568,132.3644,1.8328,160.0,run_8,185.7525,6.6592,24.0,2392.7143,18.8815,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.088,0.0,3590.0,2009-05-22 01:24:19,6.5568,132.4905,1.8328,160.0,run_8,186.1725,6.5332,24.0,2392.7143,19.1932,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0845,0.0,3590.0,2009-05-22 01:24:29,7.0483,132.5589,1.8328,160.0,run_8,186.1602,6.4648,24.0,2392.7143,19.209,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.082,0.0,3590.0,2009-05-22 01:24:39,7.0483,132.5374,1.8328,160.0,run_8,186.8274,6.4863,24.0,2392.7143,18.6854,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0795,0.0006,3590.0,2009-05-22 01:24:49,7.0483,132.6799,1.8328,160.0,run_8,186.9386,6.3437,24.0,2392.7143,19.2174,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0763,0.0012,3590.0,2009-05-22 01:24:59,7.0483,132.6672,1.8328,159.0,run_8,186.7996,6.3564,24.0,2392.7143,18.955,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0738,0.0006,3590.0,2009-05-22 01:25:09,7.0483,132.7575,1.8328,158.0,run_8,186.9386,6.2661,24.0,2392.7143,18.2366,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0711,0.0,3590.0,2009-05-22 01:25:19,7.0483,132.7013,1.8328,159.0,run_8,186.7285,6.3224,24.0,2392.7143,19.5537,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0671,0.0006,3590.0,2009-05-22 01:25:29,7.0483,132.7844,1.8328,160.0,run_8,185.5301,6.2393,24.0,2392.7143,18.3409,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0633,0.0012,3590.0,2009-05-22 01:25:39,7.0483,132.7574,1.8328,160.0,run_8,185.4374,6.2662,24.0,2392.7143,19.5882,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0596,0.0006,3590.0,2009-05-22 01:25:49,7.0483,132.7044,1.8328,160.0,run_8,186.0582,6.3192,24.0,2392.7143,18.7793,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0549,0.0,3590.0,2009-05-22 01:25:59,5.2348,132.5059,1.8328,159.0,run_8,185.4467,6.5177,24.0,2392.7143,19.1023,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0514,0.0,3590.0,2009-05-22 01:26:09,5.2348,132.4116,1.8328,159.0,run_8,186.6729,6.6121,24.0,2392.7143,18.3435,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0479,0.0,3590.0,2009-05-22 01:26:19,5.2348,132.6064,1.8328,159.0,run_8,187.2907,6.4173,24.0,2392.7143,18.224,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0432,0.0012,3590.0,2009-05-22 01:26:29,5.2348,132.7015,1.8328,159.0,run_8,186.6235,6.3221,21.0,2392.7143,18.4041,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0398,0.0006,3590.0,2009-05-22 01:26:39,5.2348,132.5629,1.8328,159.0,run_8,186.5834,6.4608,21.0,2392.7143,18.1327,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0366,0.0,3590.0,2009-05-22 01:26:49,5.2348,132.5661,1.8328,160.0,run_8,185.9934,6.4575,21.0,2392.7143,18.5665,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0318,0.0006,3590.0,2009-05-22 01:26:59,5.2348,132.4162,1.8328,159.0,run_8,185.9965,6.6074,21.0,2392.7143,19.3443,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0286,0.0,3590.0,2009-05-22 01:27:09,5.2348,132.5177,1.8328,160.0,run_8,187.7849,6.5059,21.0,2392.7143,18.1024,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.025,0.0,3590.0,2009-05-22 01:27:19,5.2348,132.3858,1.8328,159.0,run_8,185.8482,6.6379,21.0,2392.7143,18.6509,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0205,0.0006,3590.0,2009-05-22 01:27:29,6.57,132.4143,1.8328,159.0,run_8,186.6575,6.6094,21.0,2392.7143,19.3316,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0167,0.0006,3590.0,2009-05-22 01:27:39,6.57,132.4151,1.8328,159.0,run_8,186.8212,6.6086,21.0,2392.7143,19.3214,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0134,0.0,3590.0,2009-05-22 01:27:49,6.57,132.5636,1.8328,160.0,run_8,186.3177,6.4601,21.0,2392.7143,19.0584,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0089,0.0006,3590.0,2009-05-22 01:27:59,6.57,132.3657,1.8328,159.0,run_8,186.0181,6.6579999999999995,12.0,2392.7143,18.9717,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0056,0.0006,3590.0,2009-05-22 01:28:09,6.57,132.3231,1.6679,159.0,run_8,186.5339,6.7005,12.0,2392.7143,19.5407,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
38.0025,0.0012,3590.0,2009-05-22 01:28:19,6.57,132.3594,1.6679,159.0,run_8,186.8088,6.6643,12.0,2392.7143,19.7972,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.99800000000001,0.0006,3590.0,2009-05-22 01:28:29,6.57,132.389,1.6679,159.0,run_8,185.4559,6.6347,12.0,2392.7143,18.659000000000002,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9948,0.0,3590.0,2009-05-22 01:28:39,6.57,132.4794,1.6679,159.0,run_8,186.8706,6.5443,12.0,2392.7143,18.451,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9906,0.0,3590.0,2009-05-22 01:28:49,6.57,132.2711,1.6679,160.0,run_8,186.4691,6.7526,12.0,2392.7143,19.3466,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9848,0.0006,3590.0,2009-05-22 01:28:59,5.5014,132.5432,1.6679,158.0,run_8,186.2683,6.4805,12.0,2392.7143,19.2781,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9807,0.0,3590.0,2009-05-22 01:29:09,5.5014,132.4489,1.6679,160.0,run_8,186.3332,6.5747,12.0,2392.7143,19.141,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9763,0.0006,3590.0,2009-05-22 01:29:19,5.5014,132.2959,1.6679,160.0,run_8,186.7841,6.7278,12.0,2392.7143,18.2216,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9705,0.0,3590.0,2009-05-22 01:29:29,5.5014,132.4225,1.6679,159.0,run_8,185.7525,6.6012,30.0,2392.7143,19.7135,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9663,0.0,3590.0,2009-05-22 01:29:39,5.5014,132.3874,1.6679,159.0,run_8,185.3293,6.6363,30.0,2392.7143,18.0052,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9618,0.0012,3590.0,2009-05-22 01:29:49,5.5014,132.2676,1.6679,159.0,run_8,185.805,6.756,30.0,2392.7143,19.2982,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9558,0.0012,3590.0,2009-05-22 01:29:59,5.5014,132.4249,1.6679,160.0,run_8,185.4497,6.5988,30.0,2392.7143,18.0391,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9514,0.0006,3590.0,2009-05-22 01:30:09,5.5014,132.2814,1.6679,160.0,run_8,186.9046,6.7423,30.0,2392.7143,20.1301,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9473,0.0006,3590.0,2009-05-22 01:30:19,5.5014,132.2241,1.6679,160.0,run_8,186.3301,6.7995,30.0,2392.7143,19.6119,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9413,0.0,3590.0,2009-05-22 01:30:29,4.3816,132.1273,1.6679,159.0,run_8,186.1787,6.8964,30.0,2392.7143,19.1597,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9372,0.0006,3590.0,2009-05-22 01:30:39,4.3816,132.1867,1.6679,160.0,run_8,185.0575,6.8369,30.0,2392.7143,18.7088,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9329,0.0,3590.0,2009-05-22 01:30:49,4.3816,132.0718,1.6679,160.0,run_8,185.7092,6.9519,30.0,2392.7143,18.7646,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9269,0.0012,3590.0,2009-05-22 01:30:59,4.3816,131.9597,1.6679,159.0,run_8,186.5216,7.0639,42.0,2392.7143,18.575,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9223,0.0012,3590.0,2009-05-22 01:31:09,4.3816,132.1818,1.6679,159.0,run_8,185.94400000000002,6.8419,42.0,2392.7143,19.9297,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9178,0.0006,3590.0,2009-05-22 01:31:19,4.3816,132.2412,1.6679,160.0,run_8,186.4196,6.7825,42.0,2392.7143,21.0173,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9121,0.0006,3590.0,2009-05-22 01:31:29,4.3816,131.8788,1.6679,160.0,run_8,187.5007,7.1449,42.0,2392.7143,19.1373,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9076,0.0,3590.0,2009-05-22 01:31:39,4.3816,132.001,1.6679,159.0,run_8,186.9478,7.0227,42.0,2392.7143,19.5405,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.903,0.0006,3590.0,2009-05-22 01:31:49,4.3816,132.014,1.6679,160.0,run_8,186.398,7.0097,42.0,2392.7143,18.9195,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8971,0.0006,3590.0,2009-05-22 01:31:59,4.5310000000000015,131.851,1.6679,160.0,run_8,187.3278,7.1727,42.0,2392.7143,18.59,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8926,0.0006,3590.0,2009-05-22 01:32:09,4.5310000000000015,132.0517,1.6679,160.0,run_8,185.3849,6.972,42.0,2392.7143,19.0297,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8881,0.0012,3590.0,2009-05-22 01:32:19,4.5310000000000015,132.0405,1.6679,159.0,run_8,186.1324,6.9832,42.0,2392.7143,19.9312,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8823,0.0006,3590.0,2009-05-22 01:32:29,4.5310000000000015,132.0981,1.6679,160.0,run_8,186.1355,6.9256,57.0,2392.7143,20.3065,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8781,0.0012,3590.0,2009-05-22 01:32:39,4.5310000000000015,132.0184,1.6679,160.0,run_8,186.1386,7.0052,57.0,2392.7143,19.0355,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8739,0.0006,3590.0,2009-05-22 01:32:49,4.5310000000000015,132.3005,1.6679,159.0,run_8,186.2158,6.7231,57.0,2392.7143,20.3522,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8681,0.0006,3590.0,2009-05-22 01:32:59,4.5310000000000015,132.0871,1.6679,159.0,run_8,186.9386,6.9366,57.0,2392.7143,18.6961,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8636,0.0,3590.0,2009-05-22 01:33:09,4.5310000000000015,132.2243,1.6679,159.0,run_8,187.5162,6.7994,57.0,2392.7143,20.0026,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8592,0.0006,3590.0,2009-05-22 01:33:19,4.5310000000000015,132.3297,1.6679,160.0,run_8,186.4196,6.694,57.0,2392.7143,19.1199,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8535,0.0006,3590.0,2009-05-22 01:33:29,6.1295,131.9578,1.5977,160.0,run_8,186.1509,7.0659,57.0,2392.7143,19.1978,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.849000000000004,0.0006,3590.0,2009-05-22 01:33:39,6.1295,132.0573,1.5977,160.0,run_8,186.2745,6.9663,57.0,2392.7143,20.307000000000002,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.845,0.0006,3590.0,2009-05-22 01:33:49,6.1295,132.1868,1.5977,160.0,run_8,185.5146,6.8368,57.0,2392.7143,19.3505,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8348,0.0,3590.0,2009-05-22 01:34:09,6.1295,132.1593,1.5977,160.0,run_8,185.6845,6.8643,87.0,2392.7143,18.1927,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8302,0.0,3590.0,2009-05-22 01:34:19,6.1295,132.1487,1.5977,160.0,run_8,186.3208,6.875,87.0,2392.7143,18.9998,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8246,0.0,3590.0,2009-05-22 01:34:29,6.1295,131.8625,1.5977,160.0,run_8,186.6637,7.1612,87.0,2392.7143,19.9222,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.82,0.0,3590.0,2009-05-22 01:34:39,6.1295,131.7276,1.5977,160.0,run_8,186.8922,7.2961,87.0,2392.7143,18.9312,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8158,0.0006,3590.0,2009-05-22 01:34:49,6.1295,132.119,1.5977,159.0,run_8,187.2752,6.9047,87.0,2392.7143,20.1493,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.81,0.0006,3590.0,2009-05-22 01:34:59,4.2802,131.757,1.5977,160.0,run_8,186.9108,7.2667,87.0,2392.7143,19.0472,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8056,0.0,3590.0,2009-05-22 01:35:09,4.2802,132.1493,1.5977,160.0,run_8,185.9749,6.8744,87.0,2392.7143,19.4726,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.8013,0.0006,3590.0,2009-05-22 01:35:19,4.2802,132.0774,1.5977,159.0,run_8,186.5,6.9463,87.0,2392.7143,19.0995,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.7954,0.0,3590.0,2009-05-22 01:35:29,4.2802,132.1258,1.5977,160.0,run_8,186.6822,6.8979,81.0,2392.7143,19.289,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.7908,0.0006,3590.0,2009-05-22 01:35:39,4.2802,131.9374,1.5977,160.0,run_8,186.9694,7.0863,81.0,2392.7143,19.3591,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.7866,0.0,3590.0,2009-05-22 01:35:49,4.2802,132.0638,1.5977,158.0,run_8,186.2992,6.9598,81.0,2392.7143,19.7211,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.7807,0.0006,3590.0,2009-05-22 01:35:59,4.2802,132.0078,1.5977,158.0,run_8,185.1749,7.0158,81.0,2392.7143,19.3485,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.7766,0.0006,3590.0,2009-05-22 01:36:09,4.2802,131.9759,1.5977,160.0,run_8,185.4374,7.0478,81.0,2392.7143,20.195999999999998,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.7725,0.0006,3590.0,2009-05-22 01:36:19,4.2802,132.105,1.5977,158.0,run_8,185.0575,6.9187,81.0,2392.7143,20.6943,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.7667,0.0006,3590.0,2009-05-22 01:36:29,4.8963,132.0557,1.5977,160.0,run_8,185.5332,6.968,81.0,2392.7143,19.3527,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.7624,0.0,3590.0,2009-05-22 01:36:39,4.8963,132.0759,1.5977,159.0,run_8,187.0158,6.9478,81.0,2392.7143,18.6095,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.7578,0.0006,3590.0,2009-05-22 01:36:49,4.8963,132.1093,1.5977,160.0,run_8,186.6575,6.9144,81.0,2392.7143,19.6433,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.7518,0.0,3590.0,2009-05-22 01:36:59,4.8963,132.0049,1.5977,158.0,run_8,186.6945,7.0188,108.0,2392.7143,18.6419,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.7474,0.0006,3590.0,2009-05-22 01:37:09,4.8963,132.2154,1.5977,159.0,run_8,187.3092,6.8083,108.0,2392.7143,20.3413,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.787,-0.0173,3590.0,2009-05-22 01:41:49,7.0899,132.4061,1.5965,159.0,run_8,185.2675,6.6176,159.0,2392.7143,19.6211,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
37.9899,-0.0167,3590.0,2009-05-22 01:41:59,7.0899,136.3719,1.5965,159.0,run_8,184.4768,2.6518,159.0,2392.7143,18.114,F-10,123.25,1617.3703078488,-1032.647156952,0.0111811023622047,86.12,2659.7661816
28.74,0.0006,3600.0,2009-05-22 05:47:39,4.5707,130.5528,2.9402,200.0,run_8,186.1231,8.4709,39.0,2392.7143,20.3561,F-10,123.27,1625.7130438176,-1038.1189762344,0.0028248031496063,86.14,2660.4410088000004
28.7323,0.0006,3600.0,2009-05-22 05:47:49,4.5707,130.2871,2.9402,199.0,run_8,185.8606,8.7365,39.0,2392.7143,21.4614,F-10,123.27,1625.7130438176,-1038.1189762344,0.0028248031496063,86.14,2660.4410088000004
28.72300000000001,0.0006,3600.0,2009-05-22 05:47:59,4.5707,130.3723,2.9402,199.0,run_8,184.9154,8.6513,39.0,2392.7143,20.3583,F-10,123.27,1625.7130438176,-1038.1189762344,0.0028248031496063,86.14,2660.4410088000004
28.7149,0.0006,3600.0,2009-05-22 05:48:09,4.5707,130.4625,2.9402,200.0,run_8,185.0389,8.5611,39.0,2392.7143,20.6648,F-10,123.27,1625.7130438176,-1038.1189762344,0.0028248031496063,86.14,2660.4410088000004
